title_english,status,episodes,rating,rank,popularity,members,favorites,score,scored_by,genres,themes,demographics
Ping Pong the Animation,Finished Airing,11.0,PG-13 - Teens 13 or older,90.0,597,422299,16856,8.62,196490.0,"Award Winning, Drama, Sports",,Seinen
Darker than Black,Finished Airing,25.0,R - 17+ (violence & profanity),625.0,183,984738,16786,8.04,447866.0,"Action, Mystery",Super Power,
Attack on Titan: Final Season - The Final Chapters,Finished Airing,2.0,R - 17+ (violence & profanity),28.0,272,785593,16701,8.86,472399.0,"Action, Drama, Suspense","Gore, Military, Survival",Shounen
Kamisama Kiss,Finished Airing,13.0,PG-13 - Teens 13 or older,507.0,320,698862,16563,8.12,358345.0,"Comedy, Romance, Supernatural",Mythology,Shoujo
Natsume's Book of Friends,Finished Airing,13.0,PG-13 - Teens 13 or older,297.0,426,572171,16456,8.3,195214.0,"Slice of Life, Supernatural","Iyashikei, Mythology",Shoujo
March Comes In Like a Lion,Finished Airing,22.0,PG-13 - Teens 13 or older,230.0,314,713717,16100,8.37,293699.0,Drama,"Childcare, Strategy Game",Seinen
Reborn!,Finished Airing,203.0,PG-13 - Teens 13 or older,506.0,423,576412,16095,8.12,266394.0,"Action, Comedy","Organized Crime, Super Power",Shounen
My Teen Romantic Comedy SNAFU TOO!,Finished Airing,13.0,PG-13 - Teens 13 or older,410.0,145,1125568,16075,8.2,724649.0,"Comedy, Romance","Love Polygon, School",
Haikyu!! 2nd Season,Finished Airing,25.0,PG-13 - Teens 13 or older,93.0,88,1516711,15984,8.62,996598.0,Sports,"School, Team Sports",Shounen
Haikyu!! 3rd Season,Finished Airing,10.0,PG-13 - Teens 13 or older,41.0,116,1283329,15848,8.77,846711.0,Sports,"School, Team Sports",Shounen
Case Closed,Currently Airing,0.0,PG-13 - Teens 13 or older,445.0,704,367759,15545,8.18,166096.0,"Adventure, Comedy, Mystery",Detective,Shounen
The Melancholy of Haruhi Suzumiya,Finished Airing,14.0,PG-13 - Teens 13 or older,1020.0,193,955929,15481,7.82,493939.0,"Award Winning, Comedy, Mystery, Sci-Fi",School,
To Your Eternity,Finished Airing,20.0,R - 17+ (violence & profanity),258.0,198,945684,15477,8.34,400738.0,"Adventure, Drama, Supernatural",,Shounen
March Comes In Like a Lion 2nd Season,Finished Airing,22.0,PG-13 - Teens 13 or older,22.0,591,426495,15309,8.9,209799.0,Drama,"Childcare, Strategy Game",Seinen
Kimi ni Todoke: From Me to You,Finished Airing,25.0,PG-13 - Teens 13 or older,669.0,169,1027003,15124,8.01,499953.0,"Drama, Romance",School,Shoujo
K-ON! Season 2,Finished Airing,26.0,PG-13 - Teens 13 or older,440.0,298,730496,14964,8.18,402563.0,"Award Winning, Comedy","CGDCT, Music, School",
Daily Lives of High School Boys,Finished Airing,12.0,PG-13 - Teens 13 or older,374.0,231,863410,14692,8.23,432016.0,Comedy,"Gag Humor, School",
My Teen Romantic Comedy SNAFU Climax!,Finished Airing,12.0,PG-13 - Teens 13 or older,247.0,270,788589,14677,8.35,436835.0,"Comedy, Romance","Love Polygon, School",
A Place Further Than The Universe,Finished Airing,13.0,PG-13 - Teens 13 or older,145.0,450,537458,14602,8.5,229780.0,"Adventure, Comedy, Drama",CGDCT,
Akira,Finished Airing,1.0,R+ - Mild Nudity,463.0,209,918708,14506,8.16,543527.0,"Action, Horror, Sci-Fi","Gore, Military, Super Power",Seinen
Land of the Lustrous,Finished Airing,12.0,PG-13 - Teens 13 or older,216.0,492,498344,14489,8.39,211747.0,"Action, Drama, Fantasy, Mystery",Anthropomorphic,Seinen
The Quintessential Quintuplets,Finished Airing,12.0,PG-13 - Teens 13 or older,1531.0,170,1024547,14397,7.63,659575.0,"Comedy, Romance","Harem, School",Shounen
Ergo Proxy,Finished Airing,23.0,R - 17+ (violence & profanity),853.0,328,688812,14352,7.9,250858.0,"Mystery, Sci-Fi, Suspense","Adult Cast, Psychological",
Cardcaptor Sakura,Finished Airing,70.0,PG - Children,432.0,524,471868,14305,8.18,228820.0,"Adventure, Comedy, Drama, Romance","Mahou Shoujo, School",Shoujo
Seraph of the End: Vampire Reign,Finished Airing,12.0,R - 17+ (violence & profanity),2087.0,102,1410934,14267,7.48,764997.0,"Action, Drama, Fantasy","Military, Vampire",Shounen
Blue Lock,Finished Airing,24.0,PG-13 - Teens 13 or older,457.0,254,826012,14063,8.17,451334.0,Sports,Team Sports,Shounen
The Disappearance of Haruhi Suzumiya,Finished Airing,1.0,PG-13 - Teens 13 or older,103.0,371,634321,13940,8.59,321949.0,"Award Winning, Mystery, Sci-Fi, Supernatural",School,
Golden Time,Finished Airing,24.0,PG-13 - Teens 13 or older,1216.0,152,1100740,13914,7.74,577256.0,"Drama, Romance","Adult Cast, Love Polygon",
Link Click,Finished Airing,11.0,PG-13 - Teens 13 or older,56.0,567,443989,13881,8.72,172832.0,"Drama, Mystery, Suspense","Adult Cast, Super Power, Time Travel",
D.Gray-man,Finished Airing,103.0,PG-13 - Teens 13 or older,683.0,305,717216,13760,8.0,293404.0,"Action, Adventure, Fantasy",Urban Fantasy,Shounen
Ghost in the Shell,Finished Airing,1.0,R+ - Mild Nudity,328.0,341,676469,13741,8.27,349288.0,"Action, Award Winning, Mystery, Sci-Fi, Suspense","Adult Cast, Detective, Mecha, Psychological",Seinen
SK8 the Infinity,Finished Airing,12.0,PG-13 - Teens 13 or older,689.0,394,606549,13639,8.0,307766.0,Sports,Racing,
Ranking of Kings,Finished Airing,23.0,PG-13 - Teens 13 or older,150.0,307,717896,13429,8.49,378577.0,"Adventure, Fantasy",,
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,Finished Airing,1.0,R - 17+ (violence & profanity),120.0,71,1684044,13411,8.55,1117989.0,"Action, Supernatural",Historical,Shounen
Initial D First Stage,Finished Airing,26.0,PG-13 - Teens 13 or older,245.0,605,418792,13322,8.35,208431.0,"Action, Drama",Racing,Seinen
Saga of Tanya the Evil,Finished Airing,12.0,R - 17+ (violence & profanity),735.0,177,997676,13259,7.96,538705.0,"Action, Fantasy","Isekai, Military, Reincarnation",
Barakamon,Finished Airing,12.0,PG-13 - Teens 13 or older,232.0,323,695686,13237,8.37,354175.0,Slice of Life,"Childcare, Iyashikei, Visual Arts",
Re:ZERO -Starting Life in Another World- Season 2 Part 2,Finished Airing,12.0,R - 17+ (violence & profanity),200.0,173,1006621,13183,8.42,593858.0,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",
Weathering with You,Finished Airing,1.0,PG-13 - Teens 13 or older,328.0,157,1082240,13057,8.27,650536.0,"Award Winning, Drama, Romance, Supernatural",,
The Ancient Magus' Bride,Finished Airing,24.0,PG-13 - Teens 13 or older,612.0,180,987560,13041,8.05,413681.0,"Drama, Fantasy, Romance","Mythology, Urban Fantasy",Shounen
Lucky☆Star,Finished Airing,24.0,PG-13 - Teens 13 or older,1187.0,340,678813,12923,7.75,333816.0,Comedy,"CGDCT, Gag Humor, Otaku Culture, School",
Fairy Tail Series 2,Finished Airing,102.0,PG-13 - Teens 13 or older,1444.0,166,1048931,12566,7.66,584402.0,"Action, Adventure, Fantasy",,Shounen
Is It Wrong to Try to Pick Up Girls in a Dungeon?,Finished Airing,13.0,PG-13 - Teens 13 or older,1895.0,76,1611426,12488,7.53,993192.0,"Action, Adventure, Fantasy",,
Plastic Memories,Finished Airing,13.0,PG-13 - Teens 13 or older,824.0,176,998617,12484,7.91,498313.0,"Drama, Romance, Sci-Fi",,
My Hero Academia Season 3,Finished Airing,25.0,PG-13 - Teens 13 or older,701.0,26,2302735,12477,7.99,1510043.0,Action,"School, Super Power",Shounen
Steins;Gate 0,Finished Airing,23.0,PG-13 - Teens 13 or older,129.0,207,923724,12426,8.54,455893.0,"Drama, Sci-Fi, Suspense",Time Travel,
Toilet-Bound Hanako-kun,Finished Airing,12.0,PG-13 - Teens 13 or older,1017.0,353,658871,12411,7.82,327920.0,Supernatural,School,Shounen
Dan Da Dan,Finished Airing,12.0,R - 17+ (violence & profanity),150.0,275,783393,12380,8.49,459747.0,"Action, Comedy, Supernatural",,Shounen
The Rising of the Shield Hero Season 2,Finished Airing,13.0,PG-13 - Teens 13 or older,7065.0,252,829661,12319,6.53,308205.0,"Action, Adventure, Drama, Fantasy",Isekai,
Komi Can't Communicate,Finished Airing,12.0,PG-13 - Teens 13 or older,1034.0,191,967993,12241,7.82,513936.0,Comedy,School,Shounen
Wotakoi: Love is Hard for Otaku,Finished Airing,11.0,PG-13 - Teens 13 or older,798.0,160,1060744,12239,7.92,562731.0,"Comedy, Romance","Adult Cast, Otaku Culture, Workplace",
Re:ZERO -Starting Life in Another World- Season 2,Finished Airing,13.0,R - 17+ (violence & profanity),268.0,126,1218835,12215,8.33,715308.0,"Drama, Fantasy, Suspense","Isekai, Psychological, Time Travel",
Beyond the Boundary,Finished Airing,12.0,PG-13 - Teens 13 or older,1270.0,126,1217136,12153,7.72,569900.0,"Action, Supernatural",School,
KonoSuba: God's Blessing on This Wonderful World! 2,Finished Airing,10.0,PG-13 - Teens 13 or older,346.0,77,1604827,12009,8.25,1062233.0,"Adventure, Comedy, Fantasy","Isekai, Parody",
Mob Psycho 100 III,Finished Airing,12.0,PG-13 - Teens 13 or older,62.0,267,795530,11792,8.71,403093.0,"Action, Comedy, Supernatural",,
Laid-Back Camp,Finished Airing,12.0,PG-13 - Teens 13 or older,329.0,459,525760,11740,8.27,232451.0,Slice of Life,"CGDCT, Iyashikei",
Hunter x Hunter,Finished Airing,62.0,PG-13 - Teens 13 or older,186.0,377,626417,11718,8.43,304490.0,"Action, Adventure, Fantasy",,Shounen
The Quintessential Quintuplets 2,Finished Airing,12.0,PG-13 - Teens 13 or older,678.0,280,777165,11717,8.01,472521.0,"Comedy, Romance","Harem, School",Shounen
Wolf Children,Finished Airing,1.0,PG-13 - Teens 13 or older,115.0,243,847358,11662,8.56,475992.0,"Award Winning, Slice of Life, Supernatural",Childcare,
Noragami Aragoto,Finished Airing,13.0,PG-13 - Teens 13 or older,486.0,84,1525590,11584,8.14,928193.0,"Action, Supernatural",Mythology,Shounen
Kakegurui,Finished Airing,12.0,R - 17+ (violence & profanity),3310.0,79,1573657,11302,7.22,967267.0,"Drama, Mystery, Suspense","High Stakes Game, Psychological, School, Strategy Game",Shounen
5 Centimeters per Second,Finished Airing,3.0,PG-13 - Teens 13 or older,1809.0,180,986347,11248,7.55,585339.0,"Drama, Romance",,
Vivy -Fluorite Eye's Song-,Finished Airing,13.0,R - 17+ (violence & profanity),226.0,412,583970,11238,8.38,262424.0,"Action, Sci-Fi, Suspense","Music, Time Travel",
Monthly Girls' Nozaki-kun,Finished Airing,12.0,PG-13 - Teens 13 or older,1052.0,187,978128,11213,7.81,534859.0,"Comedy, Romance","Otaku Culture, School",
Dragon Ball Super,Finished Airing,131.0,PG-13 - Teens 13 or older,2168.0,221,883562,11118,7.46,568344.0,"Action, Adventure, Comedy, Fantasy",Martial Arts,Shounen
Blue Spring Ride,Finished Airing,12.0,PG-13 - Teens 13 or older,1529.0,184,982224,11064,7.63,522995.0,Romance,"Love Polygon, School",Shoujo
The Irregular at Magic High School,Finished Airing,26.0,PG-13 - Teens 13 or older,2541.0,146,1122193,11058,7.37,612521.0,"Action, Fantasy, Romance, Sci-Fi","School, Urban Fantasy",
That Time I Got Reincarnated as a Slime Season 2 Part 2,Finished Airing,12.0,PG-13 - Teens 13 or older,289.0,232,860772,11019,8.3,497528.0,"Action, Comedy, Fantasy","Isekai, Reincarnation",Shounen
Nisekoi: False Love,Finished Airing,20.0,PG-13 - Teens 13 or older,1783.0,125,1217933,10956,7.56,681478.0,"Comedy, Romance","Harem, School",Shounen
That Time I Got Reincarnated as a Slime Season 2,Finished Airing,12.0,PG-13 - Teens 13 or older,244.0,161,1059971,10922,8.35,614571.0,"Action, Comedy, Fantasy","Isekai, Reincarnation",Shounen
Katanagatari,Finished Airing,12.0,R - 17+ (violence & profanity),294.0,414,582343,10854,8.3,220479.0,"Action, Adventure, Romance","Historical, Martial Arts",
Rascal Does Not Dream of a Dreaming Girl,Finished Airing,1.0,PG-13 - Teens 13 or older,102.0,281,776328,10832,8.59,489775.0,"Drama, Romance, Supernatural",School,
Sailor Moon,Finished Airing,46.0,PG-13 - Teens 13 or older,1192.0,636,402854,10829,7.75,197346.0,Romance,Mahou Shoujo,Shoujo
Jujutsu Kaisen 0,Finished Airing,1.0,R - 17+ (violence & profanity),208.0,143,1136342,10805,8.4,702535.0,"Action, Supernatural",School,Shounen
Summer Time Rendering,Finished Airing,25.0,R - 17+ (violence & profanity),163.0,374,629991,10703,8.47,267179.0,"Mystery, Supernatural, Suspense",Time Travel,Shounen
Lovely Complex,Finished Airing,24.0,PG-13 - Teens 13 or older,637.0,376,627011,10702,8.03,307163.0,"Comedy, Romance",School,Shoujo
The Devil is a Part-Timer!,Finished Airing,13.0,PG-13 - Teens 13 or older,1298.0,74,1625049,10666,7.71,987041.0,"Comedy, Supernatural",,
Tokyo Ghoul √A,Finished Airing,12.0,R - 17+ (violence & profanity),4397.0,52,1851340,10660,7.02,1243495.0,"Action, Fantasy, Horror, Suspense","Gore, Psychological, Urban Fantasy",Seinen
Kaiji: Ultimate Survivor,Finished Airing,26.0,R - 17+ (violence & profanity),336.0,687,377728,10570,8.26,172078.0,Suspense,"Adult Cast, High Stakes Game, Psychological, Strategy Game",Seinen
Into the Forest of Fireflies' Light,Finished Airing,1.0,G - All Ages,327.0,234,858088,10503,8.27,477125.0,"Award Winning, Drama, Romance, Supernatural",,Shoujo
ReLIFE,Finished Airing,13.0,PG-13 - Teens 13 or older,739.0,151,1102722,10492,7.96,613487.0,"Drama, Romance",School,
High School of the Dead,Finished Airing,12.0,R+ - Mild Nudity,4212.0,79,1572017,10447,7.06,976306.0,"Action, Horror, Suspense, Ecchi","Gore, Survival",Shounen
Log Horizon,Finished Airing,25.0,PG-13 - Teens 13 or older,844.0,139,1160332,10406,7.9,597889.0,"Action, Adventure, Fantasy","Adult Cast, Video Game",
,Finished Airing,23.0,R - 17+ (violence & profanity),415.0,306,718624,10347,8.2,344665.0,"Action, Adventure, Mystery","Adult Cast, Organized Crime",
Delicious in Dungeon,Finished Airing,24.0,R - 17+ (violence & profanity),101.0,487,503153,10341,8.6,251808.0,"Adventure, Comedy, Fantasy, Gourmet",,Seinen
Tonikawa: Over The Moon For You,Finished Airing,12.0,PG-13 - Teens 13 or older,964.0,265,803739,10334,7.85,451706.0,"Comedy, Romance",,Shounen
Rurouni Kenshin,Finished Airing,94.0,PG-13 - Teens 13 or older,315.0,470,515021,10266,8.28,244359.0,"Action, Comedy, Romance","Historical, Samurai",Shounen
Fire Force,Finished Airing,24.0,PG-13 - Teens 13 or older,1284.0,94,1467479,10258,7.72,791143.0,"Action, Fantasy, Sci-Fi",Urban Fantasy,Shounen
My Hero Academia Season 5,Finished Airing,25.0,PG-13 - Teens 13 or older,2625.0,115,1287608,10238,7.35,665613.0,Action,"School, Super Power",Shounen
Solo Leveling Season 2: Arise from the Shadow,Finished Airing,13.0,R - 17+ (violence & profanity),69.0,374,632150,10201,8.69,385530.0,"Action, Adventure, Fantasy","Adult Cast, Urban Fantasy",
,Finished Airing,12.0,R - 17+ (violence & profanity),1083.0,204,926558,10166,7.8,577525.0,"Drama, Suspense","Anthropomorphic, Psychological, School",Shounen
Date A Live,Finished Airing,12.0,R - 17+ (violence & profanity),3755.0,156,1087530,10147,7.14,609985.0,"Action, Fantasy, Romance, Sci-Fi","Harem, School, Urban Fantasy",
Fruits Basket,Finished Airing,26.0,PG-13 - Teens 13 or older,1360.0,434,557514,9796,7.69,290479.0,"Drama, Romance, Supernatural","Love Polygon, School",Shoujo
,Finished Airing,12.0,R - 17+ (violence & profanity),629.0,397,601728,9743,8.04,302091.0,"Action, Comedy, Fantasy, Horror",Gore,Seinen
Free! - Iwatobi Swim Club,Finished Airing,12.0,PG-13 - Teens 13 or older,2782.0,252,828999,9655,7.32,454002.0,Sports,School,
Demon Slayer: Kimetsu no Yaiba Swordsmith Village Arc,Finished Airing,11.0,R - 17+ (violence & profanity),441.0,174,1005639,9631,8.18,599629.0,"Action, Supernatural",Historical,Shounen
Interspecies Reviewers,Finished Airing,12.0,R+ - Mild Nudity,,499,494231,9557,7.4,292327.0,"Comedy, Fantasy, Erotica",,
Bakuman.,Finished Airing,25.0,PG-13 - Teens 13 or older,457.0,364,644274,9552,8.17,305868.0,"Comedy, Drama, Romance",Otaku Culture,Shounen
Fate/stay night [Unlimited Blade Works] Season 2,Finished Airing,13.0,R - 17+ (violence & profanity),278.0,216,895481,9498,8.32,588926.0,"Action, Fantasy",Urban Fantasy,
A Lull in the Sea,Finished Airing,26.0,PG-13 - Teens 13 or older,765.0,379,625235,9487,7.94,264212.0,"Drama, Fantasy, Romance","Love Polygon, Urban Fantasy",
Sword Art Online II,Finished Airing,24.0,PG-13 - Teens 13 or older,5990.0,40,2061194,9483,6.71,1381687.0,"Action, Adventure, Fantasy, Romance","Love Polygon, Video Game",
Magi: The Labyrinth of Magic,Finished Airing,25.0,PG-13 - Teens 13 or older,672.0,155,1093010,9449,8.01,572412.0,"Action, Adventure, Fantasy",,Shounen
Lycoris Recoil,Finished Airing,13.0,PG-13 - Teens 13 or older,479.0,431,561677,9397,8.15,273445.0,Action,,
Call of the Night,Finished Airing,13.0,PG-13 - Teens 13 or older,747.0,321,698634,9395,7.95,311602.0,"Romance, Supernatural",Vampire,Shounen
Puella Magi Madoka Magica the Movie: Rebellion,Finished Airing,1.0,PG-13 - Teens 13 or older,151.0,631,404526,9379,8.49,240145.0,"Award Winning, Drama, Suspense","Mahou Shoujo, Psychological",
Violet Evergarden: The Movie,Finished Airing,1.0,PG-13 - Teens 13 or older,29.0,332,684840,9361,8.84,315957.0,"Award Winning, Drama",,
Wonder Egg Priority,Finished Airing,12.0,R - 17+ (violence & profanity),1820.0,262,806182,9292,7.55,362099.0,"Drama, Supernatural, Suspense",Psychological,
Eureka Seven,Finished Airing,50.0,PG-13 - Teens 13 or older,610.0,552,450829,9217,8.05,186481.0,"Action, Adventure, Drama, Romance, Sci-Fi",Mecha,
Revolutionary Girl Utena,Finished Airing,39.0,PG-13 - Teens 13 or older,383.0,1129,236883,9212,8.22,69028.0,"Award Winning, Drama, Fantasy, Mystery, Suspense","Mahou Shoujo, Psychological, School",
Hell's Paradise,Finished Airing,13.0,R - 17+ (violence & profanity),547.0,245,838895,9079,8.09,454681.0,"Action, Adventure, Supernatural","Gore, Historical, Samurai",Shounen
"Don't Toy with Me, Miss Nagatoro",Finished Airing,12.0,PG-13 - Teens 13 or older,3412.0,236,856641,8984,7.21,465181.0,"Comedy, Romance","Love Status Quo, School",
My Neighbor Totoro,Finished Airing,1.0,G - All Ages,349.0,144,1124877,8977,8.25,732388.0,"Adventure, Award Winning, Supernatural",,
Owarimonogatari Second Season,Finished Airing,7.0,R - 17+ (violence & profanity),27.0,594,424401,8937,8.86,204313.0,"Comedy, Mystery, Supernatural",Vampire,
Chivalry of a Failed Knight,Finished Airing,12.0,R - 17+ (violence & profanity),2345.0,174,1005023,8927,7.42,583171.0,"Action, Fantasy, Romance, Ecchi","School, Urban Fantasy",
Mononoke,Finished Airing,12.0,R - 17+ (violence & profanity),205.0,734,353427,8913,8.41,101564.0,"Horror, Mystery, Supernatural, Suspense","Adult Cast, Historical, Mythology, Psychological",
Odd Taxi,Finished Airing,13.0,PG-13 - Teens 13 or older,85.0,510,482791,8902,8.64,237829.0,"Award Winning, Drama, Mystery, Suspense","Adult Cast, Anthropomorphic, Organized Crime",
Beck: Mongolian Chop Squad,Finished Airing,26.0,R - 17+ (violence & profanity),307.0,721,362243,8893,8.29,147025.0,Drama,Music,Shounen
Ghost in the Shell: Stand Alone Complex,Finished Airing,26.0,R - 17+ (violence & profanity),191.0,612,414039,8806,8.42,169347.0,"Action, Award Winning, Mystery, Sci-Fi","Adult Cast, Detective, Mecha, Military",Seinen
Grave of the Fireflies,Finished Airing,1.0,PG-13 - Teens 13 or older,130.0,299,729871,8764,8.53,436121.0,Drama,Historical,
Shiki,Finished Airing,22.0,R - 17+ (violence & profanity),1258.0,374,628376,8730,7.72,269324.0,"Horror, Mystery, Supernatural, Suspense","Gore, Psychological, Vampire",Shounen
Claymore,Finished Airing,26.0,R+ - Mild Nudity,1246.0,318,703450,8714,7.73,338466.0,"Action, Adventure, Fantasy",Gore,Shounen
Azumanga Daioh: The Animation,Finished Airing,26.0,PG-13 - Teens 13 or older,595.0,637,402049,8705,8.06,174116.0,Comedy,"CGDCT, Gag Humor, School",
,Finished Airing,24.0,R - 17+ (violence & profanity),629.0,411,583668,8684,8.04,241466.0,"Drama, Mystery, Romance",Historical,
Rainbow,Finished Airing,26.0,R - 17+ (violence & profanity),169.0,611,414501,8578,8.46,163625.0,"Drama, Suspense","Delinquents, Historical",Seinen
